Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Bwd Packet Length Max,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,Label
79,69435.67043272198,11,7,658.3933364245084,740.3588060508482,40.7553265866548,122.67226916556918,2945.7030350655855,71.690895425361,0,1,BENIGN
72,64052.51904631991,11,7,548.5629324806839,808.1361803186273,98.35226143265014,87.21806999606414,2577.2595698258815,64.28333689267838,0,0,BENIGN
79,69242.26238478364,9,4,450.3093362281919,738.1028729590365,76.47295955168823,53.66765379163556,2638.1555559644903,75.68845337690237,0,1,BENIGN
86,56396.36101446724,3,8,586.2857813370467,565.0857824286936,42.747585745918755,113.18837613471362,2853.942737252174,71.13762067684159,1,1,BENIGN
70,71773.45065396528,3,8,574.6315179866561,746.4875717974382,81.05639705879165,139.28558914511416,3436.7346595873246,73.67668100574117,0,1,BENIGN
74,59927.34434309358,6,3,401.1639924976256,753.1225774457458,52.99489453270755,93.86731238594794,2984.424424706446,46.77873913266735,0,0,BENIGN
79,72400.26702047758,1,10,476.94531527694284,547.9733459991546,64.73059757079628,74.57664553821196,3039.90201260726,89.19023794554765,0,1,BENIGN
80,72443.9348731868,9,8,585.1474967677102,791.208171464531,72.23820706947566,84.71320747460805,3172.0849925839934,70.51682277510048,0,0,BENIGN
75,77947.12484189156,7,7,558.9156650130726,655.6788642768195,57.36810283179142,123.29342324597872,2168.409160457681,65.2617612866535,0,1,BENIGN
81,61896.22461909035,5,10,524.0364653856699,634.4452304241321,52.814449588541464,174.80497807409176,3805.5034181079127,52.179941813930554,0,1,BENIGN
77,1988.6903677275077,73,6,5846.083862180969,173.90583166465768,110.05762834316086,41.76090493452204,157680.85329328757,4090.083377458224,10,2,DDoS
80,1775.296985532183,81,1,7977.024273678097,236.42503780450903,85.04258101412275,66.84717168613318,164874.80616249307,4843.409395444992,10,0,DDoS
78,1952.5270097986272,78,0,6293.118110007744,195.24164893401456,94.61886079567972,111.29400244439876,102606.86217158171,5112.839231321465,10,1,DDoS
82,1830.3130455301978,80,4,7623.476655410916,223.90136388015176,62.638186908724734,101.29035998627603,258708.5881009471,4663.9869841376285,10,0,DDoS
75,2017.6297539000745,83,2,7548.821022882129,197.6914063502866,108.66992660153142,92.23425127210403,174612.19311352033,5508.904638926115,10,0,DDoS
77,1973.4018914142146,79,3,5549.572018476812,201.4339212173926,86.44648845343917,37.87788613189431,220972.38149684394,5736.014855641268,9,0,DDoS
78,2013.3642908383752,76,6,4806.001202883431,197.1649686903896,113.90239210093984,25.997335744214396,192421.03994224005,4922.70411598169,10,1,DDoS
77,1721.7117480262912,84,5,7445.1315768677905,210.87754331672014,107.63732468253394,77.9921754955158,208168.5233645434,6408.1029379030315,8,1,DDoS
81,1956.3558109822793,83,0,9394.987310379669,211.96841947571144,77.33733452646035,75.32851775980049,187836.2383615086,7587.8801629326135,11,0,DDoS
76,1882.7336664896195,79,1,6916.402472247328,181.6798594604472,94.47641015498525,56.32898879201494,172055.7034125945,4070.179183551657,12,0,DDoS
74,2086.9115358969007,79,3,8959.815174037054,239.14102356306944,115.03929698429761,46.79144700429485,244366.8403977473,3233.317353995969,9,0,DDoS
74,2118.9249706662636,79,5,6219.558961134972,226.23566864710446,109.95880296733641,69.1967501727968,143246.15914350748,4747.974107511806,8,0,DDoS
96,2195.143125328095,85,2,8836.133773513327,221.6199044405848,112.030316273344,66.73985648095606,190869.86942468042,2928.318125071884,10,0,DDoS
85,1944.8773401384312,85,2,6492.231910766624,229.08307380949847,90.63307480883536,41.57226052440957,204993.07067908018,5757.258645195605,10,0,DDoS
100,2165.0452963396942,84,0,8438.429273245449,223.99654303554567,92.71041816774682,49.147077113358776,215861.20286762703,4685.067946908413,9,1,DDoS
86,2060.828496571798,78,4,8996.179575166687,219.5492809855907,70.93271300686422,59.90631111954212,214365.69240508397,5622.8426348824005,10,0,DDoS
74,1857.8084015996787,76,6,8216.672178100767,217.14809249889217,120.66058131855243,60.08661797265255,153958.7312314099,4573.051006673875,9,1,DDoS
84,1781.4947944566693,81,4,6725.299741539064,196.6359784585115,62.991920524170474,73.27642794664507,187371.95589467874,3648.6478952317902,9,0,DDoS
77,2060.204889449212,81,1,7624.962925739969,266.48502076244216,102.42211163156658,49.7300916278288,202418.5584225655,3660.0725312516083,11,0,DDoS
85,2181.3380584835586,81,4,8230.079949575942,179.4715206343783,79.5297003040394,57.7031701997793,99779.16925889213,6827.820451591804,8,0,DDoS
73,1592.855688041248,79,2,7808.171319724215,217.01734335450118,87.63249029824642,74.24255598080616,220530.57102381764,4664.821030416823,9,0,DDoS
80,2031.976785816694,72,3,8452.231639151883,195.80012730660135,106.71816790218719,104.75418485027174,203414.66270133943,5665.9996122001485,9,0,DDoS
77,1795.0505310053381,79,1,7789.828790674554,155.44855360084583,66.95599417516839,53.153430886650064,157316.2479815433,4346.415923716583,9,0,DDoS
85,2275.1722209045947,82,2,9797.839099216506,152.53555566463436,59.53272121984292,72.0261181962393,199911.73997716812,4860.568825348605,10,0,DDoS
74,2248.0409709542796,83,1,10321.721516585243,166.80531390524763,88.57236784233515,72.51530801326538,152198.80920310973,4511.581525263943,9,0,DDoS
84,2119.154166153006,76,1,8216.26008860719,197.92513763610796,84.24500919361398,75.1617401121725,232796.22454649187,4368.2501987323185,10,0,DDoS
71,2100.4878925579796,77,1,7683.670919462364,179.00182475596472,106.54134076037474,37.5594777671017,185138.86350664333,8164.126935515429,10,0,DDoS
82,2110.426277557293,84,3,7215.096725714509,243.67385350283672,114.24122454851707,30.652345850948244,229904.7052701125,4766.870101950174,11,0,DDoS
83,2039.0279078273038,81,2,7502.295274367316,202.08671578291268,112.63597847568732,75.01852127719195,264608.665916734,5426.031817304424,10,2,DDoS
80,2107.6472284672977,78,3,9971.939479603809,209.66262890652885,129.02339799563032,45.368109065092405,143964.78096208273,5307.8330522239585,8,2,DDoS
86,1749.6089628360755,79,1,8499.642120630382,198.2067348581011,118.63774715784623,96.03330932105965,191146.94096980558,3825.6712229357736,10,0,DDoS
85,1969.4243449530359,82,3,7772.958094189632,186.07081337779394,114.2704889540224,117.26136415093562,233505.46937443482,4868.185914344904,10,0,DDoS
73,2062.279101754335,84,2,6647.789559382416,215.14339664409104,136.61893313969256,85.47018652142125,240749.7005927712,7304.680666830893,11,0,DDoS
78,2027.6612162522972,79,4,6939.366201102203,247.9069916206273,102.91680146287642,58.6645455371235,232609.0568635365,2923.0027124720687,9,0,DDoS
84,1901.6794427466143,84,2,8625.852426602853,178.04597421432698,123.11061179257769,61.57605747977658,220757.5158914195,4506.512093634002,8,0,DDoS
85,1795.4065118852868,75,2,8937.685981583234,167.26897120445977,89.1223323726034,70.35270145463384,186772.6355846534,5287.495410362241,11,0,DDoS
79,2153.989296610554,79,1,6781.6298607122835,165.42681714583372,138.25201356981552,65.76140260402539,223076.9656219651,5718.523500821353,9,0,DDoS
77,1580.3507000799664,79,0,7594.095448613317,210.639594698093,145.65079279095426,56.75108970237678,193441.32274358388,5371.993783421625,10,0,DDoS
74,1807.7182704669483,79,0,7210.020196698849,161.20509940425583,122.48965721384948,36.7098705565143,276082.5909492448,4419.036578907227,8,0,DDoS
83,2206.346188063574,77,3,7820.340785469874,192.48434139591717,103.02394350633861,81.96805628591605,123332.86260911613,2770.4313664102397,10,0,DDoS
83,1656.7846508392304,77,6,6426.365094733674,211.2664531282672,84.1025511087413,58.56094133028206,144888.30498222468,6187.2347243620525,8,0,DDoS
75,2236.4672927293223,80,4,7978.78952333147,207.3172686103417,109.88071741870513,97.59221958401955,209874.54719618076,3529.755424913431,11,0,DDoS
74,1964.566485608127,77,7,7586.106971511066,137.93554377245056,106.06468865817465,50.069169772458565,251552.0650438819,5135.060387633111,8,0,DDoS
74,1847.671033802887,78,0,8235.711735792072,172.8472125295365,82.12781581839792,81.70471377007334,275879.1866743338,4370.291770050695,11,0,DDoS
82,1883.0037777517014,79,1,7285.738278798198,190.24083287594928,93.06118936411404,74.8955369934341,293057.9624357484,4365.312819235908,9,0,DDoS
67,2279.623647911296,76,1,8025.534280621122,228.23844296080702,106.3055216367968,103.99083077192694,192699.91257134956,3169.9053941465763,10,0,DDoS
75,1933.1395077656628,78,6,7264.08537924245,156.80329747296665,105.58867513089744,30.222041297849927,217081.12531967656,5407.394736861212,9,0,DDoS
76,2324.589520649715,81,0,6501.7856096347805,197.59606626151484,99.73320497298259,51.30020167480019,211649.65163403578,4802.471720927148,11,0,DDoS
79,2027.2619146272705,77,4,8460.228560615538,187.07318138486497,102.35593099510663,55.93296048991643,299489.87019784126,4548.187584594998,10,0,DDoS
76,2001.1372172234153,79,3,8307.826378284253,223.79637755765899,115.66040174680477,58.525405730390425,179003.80842352498,4409.601507901007,9,0,DDoS
83,1983.9976961435787,79,0,6197.250852141151,122.02137685953005,97.940779374778,80.05124725147279,223772.96059079623,4921.814555276851,8,0,DDoS
80,2141.856260188353,82,2,7958.3428754325405,221.58200632554716,109.14377041636402,63.25263564432288,113253.0914253702,4334.154653749746,10,0,DDoS
84,1930.6063650372216,80,4,8826.076814864009,212.14216879392737,121.77716931882813,93.37290170329297,255615.23075037048,3346.668720608779,9,0,DDoS
78,1670.839508887021,83,0,8119.49861765076,125.46899236237157,89.85852395497798,61.505678142245976,162564.3075580063,5736.1458719229295,12,0,DDoS
75,2352.1154504556957,81,2,6463.252182495529,222.71215041583002,104.263173558917,97.71693534014989,165161.04451187368,4826.265052160794,9,0,DDoS
85,2169.3162383448253,78,2,7722.793577258384,227.5627918545417,96.4750786694989,44.30742965399234,186187.32447249113,4952.175084170318,10,1,DDoS
86,2073.185832314845,78,4,7770.69959784899,180.61714093853192,105.78505071400524,74.67261640364424,234542.1475583298,4094.2132380229314,8,0,DDoS
75,2199.02068910947,76,1,5816.278799421509,263.13614809951486,90.58386465786202,64.74727725256199,178393.61932596596,4745.23427780792,10,0,DDoS
79,2235.7091946733967,75,5,9893.845103946733,156.39231286767796,105.0589185184442,40.55799812806418,114803.10193862182,4132.007369797794,10,0,DDoS
78,1822.199881638037,78,1,7220.304603366178,124.72414280612436,94.85750061551363,63.92710074489974,286500.65894729807,5658.208798141817,9,0,DDoS
81,1854.8201009320567,73,1,7701.979854123286,202.90072540097168,85.20785848094827,47.75163242684014,188491.56391118132,5030.090115910704,10,0,DDoS
82,1794.3793679449286,82,2,6334.009534593597,191.42334273534175,101.65644960622909,44.91877073195295,228081.24300983918,4643.507933432875,10,0,DDoS
81,2141.5946278868155,78,2,7287.8469802313375,209.65972348942495,100.20068740533642,76.24275884562199,196787.6960129094,3706.483965007186,8,0,DDoS
82,2450.7753577359676,82,1,5542.914117810806,215.32930983883452,99.96094175077211,42.03337685280437,235028.43289602836,4989.213582514238,9,0,DDoS
84,2010.2323046852302,79,1,7539.044374740741,237.87735808484655,110.14453208060637,106.46337255677173,241936.59472514328,5333.095285647249,10,0,DDoS
72,1876.0142614626802,80,1,7363.30257067296,160.96458252373512,133.55088128083798,40.04343209944611,157883.98276714268,4100.1155234359985,10,1,DDoS
77,2113.589468636893,77,2,11127.043301090675,229.01340064871852,98.98266654728178,39.97842099022364,187679.5827349474,3669.7559420504567,7,0,DDoS
82,2038.9796134795479,82,0,9671.94826823526,166.24869800111742,107.48579450559167,75.69534576471794,242975.53085894915,6998.106888385119,10,0,DDoS
74,2051.858607945592,77,0,7756.388274239849,220.80554965536714,93.80033650244765,45.60002644318754,205665.79977468675,3754.65195621134,8,1,DDoS
81,2398.024210884615,75,5,7787.59607757221,283.0689712803502,95.69151697722381,57.77757123852685,216953.26224614086,5189.149956062482,9,0,DDoS
83,2178.0239920971685,81,1,7158.9660170772,218.38277659116312,81.2188526660497,100.62755685028756,201299.82122356154,4205.027858402689,11,0,DDoS
85,2042.569222730021,85,2,5376.802745334194,152.99765240955773,67.32232737200889,78.46455274408046,272367.60854950594,4804.7670529636325,8,0,DDoS
82,1923.3859114763022,81,3,6618.588576963418,221.2541501361968,89.90463251761891,47.672889056272155,190546.82803576937,6569.573007411792,11,1,DDoS
77,1793.5390158007572,81,2,8166.978064688858,164.95747319951224,82.27561749698268,45.148821189392685,230908.92229685796,6063.381633003498,9,0,DDoS
83,1851.2736941695912,80,4,6781.390117630803,238.6347337015529,95.87659496195914,67.85401855935271,190225.7912519962,3516.746681389227,10,0,DDoS
77,1955.7916245321437,81,2,7363.178454098645,202.4933423642691,115.08321945484052,67.38517231576894,168151.94802524944,5831.709412891241,9,0,DDoS
79,1810.1960465839559,76,1,7718.796660045194,130.1667562656807,107.66017159734153,88.65883918962274,190313.27721545604,3889.382491118319,8,0,DDoS
82,2011.5747157676153,82,1,7696.692395430323,208.54828379550327,95.47936873196234,76.41067146603298,219824.0314022423,4727.907052547231,9,0,DDoS
85,1757.9622382493685,80,1,10770.845452111305,180.32922434623342,112.67421618020082,47.29667149501565,327679.24176706286,3662.4369072148493,10,0,DDoS
84,1747.5817447494865,78,0,7522.355386941032,200.01948920743473,134.82449113947948,20.60601027655902,221797.0169534306,5041.972881999228,9,0,DDoS
81,1992.4584200510858,79,1,7518.366699774233,215.0034563721088,81.55112742661701,56.28717296250239,202937.20469288764,5326.294521506305,10,0,DDoS
69,2153.058500782084,83,5,8407.691185721864,226.1451832309986,94.05650431863018,44.38043724077072,192986.59351887886,4750.057716037727,10,0,DDoS
77,1913.7685350666222,79,3,9686.840225406666,184.45311296964837,125.4448925151128,38.629604123579114,172270.28285404135,6649.523046532397,10,0,DDoS
82,1952.868983706957,80,3,8237.497646328622,210.44192022317355,88.04685482747126,73.42539886590751,170798.14526365642,5560.582080555783,9,0,DDoS
81,1847.5391839696545,78,2,8510.186052406554,228.31866999158473,98.51517897026088,52.69021761916487,208728.04909840933,4958.027641590447,10,1,DDoS
89,1666.2586270028078,78,2,8905.143173179758,220.1387215238276,100.71868360006823,81.49894759744399,177251.62581379976,4615.082132126586,10,0,DDoS
87,1837.5990376910495,76,3,5693.181979752486,186.13420474515726,96.29387578032686,91.73801175137461,320380.25697345147,5151.798739355949,8,0,DDoS
83,1812.7255368798185,80,6,8566.031171852355,175.38134821919388,88.62775994046861,33.795810438874376,182123.3822755279,4409.185172925613,11,0,DDoS
72,2035.0310197918525,81,1,8210.344007532476,220.03686005520564,114.3376285877766,73.63227883543914,220838.7716886681,3446.9882872209128,10,0,DDoS
75,1918.10125890327,79,1,7784.136348358704,187.48379889173876,70.79692051074322,109.08232308448116,214460.62217336128,7183.912917939771,9,1,DDoS
79,2309.4220908998045,82,4,7767.962031687232,206.26193143842684,126.226121686197,26.665132750458653,172072.71851008513,3742.170608767753,9,0,DDoS
84,1957.916259382955,83,1,7274.045531743583,203.59033144540948,107.85446326211783,63.915896076543675,157145.56000582184,5559.271433020224,11,0,DDoS
80,1776.7909956620276,79,1,8200.625474875369,247.77992435566603,110.35672313748717,52.16035960516664,231953.21117766964,3276.748953885523,11,0,DDoS
74,1934.022856955121,77,6,8673.958201902997,168.65668274739113,86.45798659345672,69.631215384779,176875.85596048864,5223.913975231594,10,0,DDoS
82,2333.0307165120294,80,4,7372.18703465623,183.9447161366109,105.83227007993898,48.922721309057685,135336.9673306069,5812.966006754803,9,0,DDoS
80,2079.22637011443,81,4,7636.280258026296,224.79909072292574,92.59261235875756,73.49710687838049,174760.83832838014,5069.676918874632,9,1,DDoS
81,1851.0486741538218,74,1,9542.76383029397,179.7081481795446,119.20644415937466,62.02169602606837,186126.71978607395,3933.1178935019116,10,1,DDoS
83,2099.8561926107873,76,3,6601.403313802054,172.84092343526464,106.69191397206214,44.783335729950544,217805.52038708437,4647.381834663607,11,0,DDoS
82,2189.651050675025,81,4,5852.965051708063,225.43150212501897,66.45957179245313,51.68614339031713,99422.33718137743,4584.442888257048,9,0,DDoS
74,1948.5786076283248,77,2,8874.612436617665,130.06587554781413,97.18742185510384,61.74491143556557,134582.10726247408,4471.118660199853,11,0,DDoS
76,2127.7652255778876,80,0,7450.246342080543,195.82675985630345,98.46543210065457,71.70324759288097,196739.35189881432,4960.066584797819,9,0,DDoS
76,2084.452750908208,79,1,8798.493686483436,272.3985776442246,95.57639148067494,90.40739503181268,175995.47148580878,5152.308950128163,10,1,DDoS
90,1896.9887796780956,80,5,9536.463927105237,173.33327612912825,99.71636982564846,86.6338370846824,248729.23501701912,4052.885194823764,10,0,DDoS
85,2353.3038955066727,76,2,6301.09103442843,185.7887262420086,110.85938488091612,78.36818754516986,216211.98353897946,3610.4433561777473,9,1,DDoS
81,1914.725577592434,80,1,8198.703371919844,176.36068390993273,86.55071706430431,35.414115720778454,270061.62289074715,5720.054012690164,10,0,DDoS
79,1783.003630772948,81,4,8646.610730788478,187.93731746909975,69.85848235576614,82.54685569610524,216486.25641218366,4943.196733449286,9,0,DDoS
77,1705.0161340762927,79,2,8386.128620013806,190.49199585671175,105.74633776184469,42.63934992488554,218157.03729088916,7070.779592027262,9,0,DDoS
84,2071.907132399147,80,0,7024.768145387515,247.93650038038587,104.16006040570915,70.96185705612501,277720.16867258534,3292.2528952430966,11,0,DDoS
70,1873.8439002561283,81,1,7088.170364698932,218.9235705989007,96.33285387095484,70.55338439583433,193717.09890502834,5138.557436563233,10,2,DDoS
82,1860.0810613745605,81,3,11976.12674995554,156.0771101013496,113.93233321855506,71.95889692205527,261375.7527907498,3983.2913582928727,8,0,DDoS
84,2089.301398058336,81,2,9209.68997229894,204.1124718553739,90.00282441873937,96.09131272524203,165657.69837116718,3399.49619312475,9,0,DDoS
79,1940.3689260969797,81,2,6959.783146105034,243.41619680761946,96.5654750758325,88.57522195760262,207048.91393603553,5488.065387177474,11,0,DDoS
85,2013.466426551582,82,2,8012.2220400559845,195.30690764720475,78.01175751020271,65.43293595759943,272423.0769885911,6274.829345841041,11,0,DDoS
79,1911.643377662629,73,2,7106.223171056297,227.12533025772655,118.65683791176146,75.46219429976458,164446.84944477121,4408.731369611586,11,0,DDoS
85,1911.0102172637335,82,2,7422.6968639176175,208.51569866157405,85.61302361696688,43.759557991356886,254574.47993776706,5698.47164969358,9,0,DDoS
85,1897.7061680303975,72,7,6235.781413366734,185.86571267665335,56.1618403439402,22.666226895639063,213102.07651338878,3687.5207372054783,10,0,DDoS
79,2123.6761467193187,81,5,6339.511313764488,176.86411131467202,113.4553051785571,82.00155255452165,178529.70848228238,3766.2283176732662,10,0,DDoS
71,2225.4992063634363,76,7,8137.042800714387,208.28469081803257,153.90854728438237,84.6234603064604,187209.84657220822,4442.32828839879,9,0,DDoS
81,2004.1635307679974,77,4,7266.85002052175,145.10172381797523,77.63678082095123,65.25712564906426,211746.60447809374,6845.800603647714,9,0,DDoS
84,2114.200224049813,80,0,7486.7515261290455,266.0686411228734,102.80308343888335,65.23879622820628,151995.71532813343,5214.741647973751,11,0,DDoS
75,1979.201235363959,78,1,10540.67367781685,222.53040705437837,70.46511837079869,64.22962426177922,234328.83531698445,4637.381756292932,10,0,DDoS
82,1976.9061998784223,81,2,7128.035241555253,210.1313332028938,107.84345688577434,78.24188652679432,142683.6577228261,4431.316253262793,9,0,DDoS
77,2003.5519757465327,83,6,9311.142064890542,214.6989864469225,33.4625978508691,52.225332659441065,218672.14776781923,4012.0525732380056,11,0,DDoS
80,1898.5266601148203,80,0,7549.152762966233,171.38278716200895,76.70377348226488,32.61775304138645,236372.22677809806,3816.712528827912,10,0,DDoS
81,1979.313430644745,79,0,11063.916883248821,229.26678525785826,117.75177586800422,20.443700220265093,168597.36973289214,4164.500660188729,10,0,DDoS
82,1997.535332320764,82,5,6868.616431153832,177.26382293957542,79.29500581284785,80.83721733072422,191255.06619633877,4443.66407514948,8,0,DDoS
79,1997.6169986366074,78,0,9356.94794156712,196.3494843683445,102.63666405688218,49.47550319302887,248370.03925346927,4055.3303912924775,9,0,DDoS
73,2129.8345841625073,78,0,7658.601753644618,187.21698767203645,98.25527105920558,52.70532787539397,204602.7649480747,3229.1343588244977,8,0,DDoS
83,1619.5803180628573,80,2,9231.02035955772,163.90793421480498,105.2904551073332,81.18391319302083,141015.97879524634,4228.125655627727,10,0,DDoS
83,2011.196261159009,75,2,8337.538830387915,179.57049148535216,118.34247855692519,38.38745571384659,193737.75295004953,4577.399674955786,9,0,DDoS
69,1734.355979585114,79,1,7696.545483730782,189.81883674687023,88.75378380483093,69.02493831694167,229546.25051729448,3411.1171279435785,10,0,DDoS
90,1795.1542407328648,78,4,8382.303201269431,225.8057381322354,126.28949854820485,58.84670017498799,274793.8143435358,4269.887981058185,9,0,DDoS
67,1856.7463746128008,79,4,7061.05913313314,223.83984927297007,77.74821890265527,84.61586613630261,227494.1295321731,4425.113091566319,9,0,DDoS
77,1871.5962193193475,83,3,8457.039180885318,150.32825845659568,98.05494159899368,87.0668997883548,202315.27989872097,4412.6453315139615,9,0,DDoS
78,1563.860088934972,77,3,6058.973102131633,197.99051824844994,107.98532647372197,109.60447400407509,255464.4533890778,5321.096188693021,8,0,DDoS
72,1776.903471904794,83,1,8728.814733429846,204.12532265872048,117.30114772312027,61.787066901287304,191624.7623331299,6474.816990767379,10,0,DDoS
79,2104.883201096317,79,4,7850.175581161778,146.37154341040707,66.21224480999402,52.787725923252566,278856.2348214872,6360.180829314484,9,0,DDoS
77,1952.2495569495627,83,1,6192.694413896617,183.67955640405071,75.45827554444195,96.43027852444202,193320.87947045357,5079.172187827306,9,0,DDoS
81,2094.9242199795167,78,3,7563.767353703227,196.2540134555009,115.6378146610993,58.28984923000956,219699.9124996593,5071.351150765208,9,0,DDoS
76,1998.7594359408904,83,3,9441.090317149683,200.6184796242251,68.47704836077757,90.27642936700282,197858.13621536375,6105.380216984708,10,0,DDoS
82,1406.2951345868628,82,3,8914.499532154037,227.96994811477967,106.63687875424968,79.92568905783367,142171.55151291788,5108.642007705954,10,0,DDoS
75,1631.6959477774412,78,3,8330.114571048522,250.6990018690208,124.79127624938897,51.87573965181503,225253.39787369172,4588.680107493202,10,0,DDoS
86,1888.885857734916,78,1,8980.817222851363,202.04049472443813,108.5528207671569,81.56947910327423,166458.66375938785,6659.810783881957,10,0,DDoS
80,1948.899084074274,78,4,8234.882350848377,199.4350224457765,88.94018974380405,70.11547070758857,281653.9421130624,5464.218022538143,8,0,DDoS
83,1724.6456940645817,80,4,8835.88807964633,261.5683274585126,92.1013433924238,71.24736414153513,176301.25194888812,3708.776650908667,9,1,DDoS
87,1838.3984582541163,82,2,9087.407456613364,172.8794028084404,106.50242210691162,69.75182927885533,165523.01502787118,4453.548354160114,9,0,DDoS
88,2324.5464489872115,84,4,9191.823141284742,170.15634542060803,101.7233844654619,89.48110861639717,215559.73833097587,4372.44604558447,10,0,DDoS
81,1898.7714388627364,82,2,7122.97814721704,200.91014278215127,112.22872749948007,94.48978980000224,247480.04545191996,3277.3741075203943,11,0,DDoS
82,2288.209537044627,85,4,7932.572166941794,185.07982271670093,105.70882875959965,75.86684459736654,175335.91065672843,6809.460618293581,11,0,DDoS
89,2197.64736657189,79,4,10539.758285875798,195.62565996420338,76.34243209053272,87.95288435023272,135104.6083499858,4071.3931509713766,10,0,DDoS
89,2019.3756592242955,82,5,8160.128582911116,218.54472710003182,65.40038862364585,108.89274909636742,206680.69094246326,4811.720968390587,9,0,DDoS
77,2052.908579708052,78,0,7117.097906953567,175.33388649505815,108.0415854395064,69.633512840792,180198.47877648842,5337.852228031865,9,0,DDoS
78,2083.958170477896,77,2,7962.912728615238,166.16126665636182,101.030551667316,65.80812831517555,236829.0689631009,3897.687310528516,8,0,DDoS
81,1892.7982374760197,77,3,9029.23564892751,258.23262315483004,124.6996382578908,53.7675519727825,257859.46474650363,4253.921586551386,10,0,DDoS
72,2026.7177350924878,80,7,7274.956029176935,223.41544910288314,96.53574285595012,68.34856486766259,162841.11321797062,5981.010869426506,11,1,DDoS
71,1627.4889381172604,79,5,8964.119191797015,192.0270298932945,86.23097858335815,100.17883259872698,256746.5287270207,4269.069416124654,9,0,DDoS
90,2141.955368837246,83,1,8333.494837472175,196.74344058757706,103.00001529434729,74.84266455226165,197200.81767462954,3944.706126580857,11,0,DDoS
76,1631.027169224406,81,3,7210.442307457554,173.09226419845348,103.36845377971565,60.76189019167062,158981.82783298934,5453.506128656638,10,0,DDoS
84,2049.130798280905,84,4,7602.715658695072,234.15707192350777,107.31917966896461,56.61663051025289,173462.58674309414,4716.830040665836,8,0,DDoS
77,1691.8508692468279,77,1,6163.210906242184,195.8224066482378,104.18321652993245,73.5596833066836,245551.5810977117,4827.29121181134,9,0,DDoS
86,2318.947246457167,78,3,7818.4357251681695,217.83509005966172,51.37661618822841,58.27084475083835,125345.89311795642,1860.316356660518,10,0,DDoS
86,2158.446772624962,83,4,7448.315164773221,211.6957035367223,69.85000945566172,42.595394467304345,220001.41847543896,6789.686148951224,10,0,DDoS
79,2121.898234087276,83,3,10083.449984497398,233.75188963099896,108.18153212973854,59.8104125814001,296612.6864320132,4571.628716329265,9,0,DDoS
81,1649.7806781780232,81,0,8782.323776837651,154.79772979146395,73.9398984202235,50.821242936359596,206108.5630835307,4729.421355846129,8,0,DDoS
82,1629.1158925767088,83,2,4757.773765045282,203.775103788455,95.30422107371406,56.85901906922416,184978.80960250762,4543.6433266761005,10,0,DDoS
82,1952.637659877059,83,2,8704.565926433588,194.76534467063172,97.05186705490769,84.52727291811229,233812.51793173116,5063.619603683327,10,0,DDoS
83,2073.593318742754,82,3,8012.736960944879,226.92390988876005,97.56294472002627,81.79109796596137,241597.88134098946,6482.329898298339,10,0,DDoS
84,2035.303966688525,81,3,8025.144974232547,180.1686565947722,104.5451425760904,79.7275749430875,213579.2916258133,4844.8188827410695,10,1,DDoS
80,1895.5240094847131,85,2,9921.612378841186,220.85562582734164,76.03154798730603,65.94639092512074,197116.66329367046,4916.982675497735,9,0,DDoS
82,2306.5214371885277,79,3,9016.68706640784,203.49169534736373,95.72096934715776,77.1951026991744,169152.75393823654,4091.4908244327435,9,0,DDoS
85,1843.640551317469,78,4,8527.713368249906,180.86674652318803,120.91084177243116,64.54802995381928,202828.92054409967,4534.576734727438,11,1,DDoS
79,2275.3513903243033,83,4,8155.4064858495385,230.96478519131406,90.23836556928276,59.8456924228843,195770.013286319,5708.690606687447,11,0,DDoS
80,1875.5643106495575,81,0,10197.373431634342,186.2477786562424,129.63537610598212,44.08827744834127,223522.6965415033,6693.735571719636,11,0,DDoS
74,1707.6713066266584,81,0,10256.384698138285,226.830610956627,130.33736071355384,58.60425392631626,195362.3829469538,5100.917953826935,8,0,DDoS
81,1933.8758633756406,79,0,8770.15050573111,242.66550647568565,108.48564186305333,57.76030822407614,233890.64951472927,5850.171414067485,10,0,DDoS
70,2370.1780539780357,81,2,7190.203295142798,128.44766290792103,121.16524285290603,65.3544317758741,212159.13909445793,4898.462037138339,9,0,DDoS
73,1870.6713325732458,81,5,8481.666368451863,215.70440507272664,82.69373169890717,53.85226332673436,211261.06996459188,5140.880969921368,9,0,DDoS
72,1687.48587678607,81,3,7063.502562146399,209.30537870216193,169.8375386474711,54.485874581713674,215766.9959432348,4957.027929410171,9,0,DDoS
85,1895.3944340750304,74,6,7236.111327174719,223.59918766802025,105.62865827806871,60.209631603194815,269001.3538854022,4066.7335197601396,10,0,DDoS
72,1833.0692117471885,82,7,8807.699956983439,127.6601545921745,122.22455068840833,33.77660123922454,163947.9004017598,4965.855729280008,10,0,DDoS
78,2479.61755201551,75,3,9267.361648477197,221.67588260609827,67.01249169448309,94.33088888147637,253097.81037671032,4158.54930923207,9,1,DDoS
80,1796.1906606733967,81,1,6728.155011643591,133.91931179630927,107.36563483138887,50.10075242978035,160339.4547564179,4504.294556841694,10,0,DDoS
84,1973.6547579847092,83,6,7986.942869724171,197.77287987179287,66.55820140980758,55.677830385235204,268569.06656702625,5715.0339897810545,8,0,DDoS
